SIMULATION,6.1.0.0.0,Sensitivity: 1,Landscape seed: -1158562568,Starting Location[1.1.0.0.0.1.0.1.0.1.0.0.1.1.1],K Value:6
GENERATION,150
STRATEGY_ROW,Walk,Walk,Look,Look,Walk,Walk,Look,Look,Look,Walk,Look,Look,Look,Walk,Walk,Walk,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Look,Walk,Look,Walk,Walk,Walk,Look,Walk,Look,Look,Walk,Look,Walk,Look,Walk,Look,Walk,Look,Look,Walk,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Walk,Look,Walk,Look,Look,Look,Walk,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Walk,Walk,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Walk,Look,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Walk,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Look,Walk,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Walk
FITNESS_ROW,0.011084132292496208,0.008762772996585929,0.008762772996585929,0.008762772996585929,0.013350119984645985,0.008219089931247951,0.008219089931247951,0.008219089931247951,0.008219089931247951,0.018091493582215238,0.018091493582215238,0.018091493582215238,0.018091493582215238,0.026901075553063123,0.015579030802315359,0.012207963350028238,0.012207963350028238,0.012207963350028238,0.012207963350028238,0.012207963350028238,0.012207963350028238,0.012207963350028238,0.03191276891867876,0.03191276891867876,0.03191276891867876,0.03191276891867876,0.03191276891867876,0.03191276891867876,0.03191276891867876,0.06334023915528264,0.06334023915528264,0.06464772013115326,0.02386905011943361,0.00964765634512722,0.00964765634512722,0.014201477496127284,0.014201477496127284,0.014201477496127284,0.023199213210815098,0.023199213210815098,0.026018469393885867,0.026018469393885867,0.02950829415334623,0.02950829415334623,0.031230261843705982,0.031230261843705982,0.031230261843705982,0.047294793422345285,0.047294793422345285,0.047294793422345285,0.05950324839890679,0.05950324839890679,0.05950324839890679,0.06312824469586277,0.06312824469586277,0.06807632575742482,0.06807632575742482,0.06807632575742482,0.06807632575742482,0.06807632575742482,0.08317766693213693,0.08317766693213693,0.08593553380199007,0.08593553380199007,0.08593553380199007,0.09704336723812125,0.09704336723812125,0.10458791901258943,0.10458791901258943,0.10458791901258943,0.10458791901258943,0.10948892766815416,0.028960077177510413,0.028960077177510413,0.028960077177510413,0.028960077177510413,0.028960077177510413,0.07670715740732398,0.07670715740732398,0.07670715740732398,0.07670715740732398,0.09014756964702758,0.09014756964702758,0.09014756964702758,0.09014756964702758,0.09014756964702758,0.09996515700841532,0.09996515700841532,0.10099187772251625,0.10099187772251625,0.11057000254509003,0.030985073692454644,0.030985073692454644,0.03642511242157847,0.03642511242157847,0.03642511242157847,0.03642511242157847,0.03642511242157847,0.03642511242157847,0.08364006443384195,0.08364006443384195,0.09210350649670182,0.09210350649670182,0.09580842770411221,0.09580842770411221,0.09580842770411221,0.09580842770411221,0.09580842770411221,0.11774550036761379,0.11774550036761379,0.12775284754981578,0.12775284754981578,0.13020352874822938,0.13020352874822938,0.13091253439047854,0.13091253439047854,0.13091253439047854,0.14020412488114867,0.14020412488114867,0.14020412488114867,0.14020412488114867,0.14020412488114867,0.15273996023013778,0.15273996023013778,0.1574290637424357,0.1574290637424357,0.1574290637424357,0.16805792751966286,0.16805792751966286,0.16805792751966286,0.16805792751966286,0.16805792751966286,0.16805792751966286,0.16805792751966286,0.16805792751966286,0.19769291158279503,0.19769291158279503,0.19769291158279503,0.19769291158279503,0.19769291158279503,0.19769291158279503,0.21016809402843908,0.21016809402843908,0.21016809402843908,0.21452937818947973,0.0369190688761383,0.0369190688761383,0.0369190688761383,0.0369190688761383,0.0369190688761383,0.11190413027482693,0.11190413027482693,0.11723737891986602,0.11723737891986602,0.11723737891986602,0.15015047228031597,0.15015047228031597,0.15015047228031597,0.15015047228031597,0.15015047228031597,0.15015047228031597,0.17177575451326077,0.17177575451326077,0.17177575451326077,0.18086617167490865,0.18086617167490865,0.18086617167490865,0.18086617167490865,0.18086617167490865,0.1860738968213817,0.1860738968213817,0.1860738968213817,0.1860738968213817,0.1860738968213817,0.1872394042510405,0.1872394042510405,0.1872394042510405,0.1872394042510405,0.19833551165689214,0.19833551165689214,0.19833551165689214,0.19833551165689214,0.19833551165689214,0.19833551165689214,0.19833551165689214,0.21927989835193207,0.21927989835193207,0.21958047514678544,0.21958047514678544,0.21958047514678544,0.21958047514678544,0.21958047514678544,0.21958047514678544,0.21958047514678544,0.21958047514678544,0.21958047514678544,0.21958047514678544,0.21958047514678544,0.21958047514678544,0.2333505260217515
GENERATION,160
STRATEGY_ROW,Walk,Walk,Look,Walk,Look,Walk,Look,Walk,Look,Look,Look,Walk,Walk,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Walk,Walk,Look,Look,Look,Look,Look,Walk,Walk,Look,Look,Look,Look,Walk,Walk,Look,Walk,Look,Look,Look,Walk,Look,Look,Walk,Walk,Walk,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Look,Walk,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Walk,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Walk,Walk,Look,Look,Walk,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Walk,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Walk
FITNESS_ROW,0.010601154371359174,0.009375798301228894,0.009375798301228894,0.012029859348095324,0.012029859348095324,0.014983601853627446,0.014983601853627446,0.017855235702595684,0.017855235702595684,0.017855235702595684,0.017855235702595684,0.03166741239888696,0.011650267256070705,0.011650267256070705,0.01616812026410077,0.01616812026410077,0.01616812026410077,0.02374996529521995,0.02374996529521995,0.02374996529521995,0.02374996529521995,0.02374996529521995,0.04070895583942265,0.015812198834644218,0.015812198834644218,0.015812198834644218,0.015812198834644218,0.015812198834644218,0.015812198834644218,0.04041992495769308,0.014909866312186987,0.014909866312186987,0.014909866312186987,0.014909866312186987,0.014909866312186987,0.03842782539440978,0.01196843088219433,0.01196843088219433,0.01764785426483822,0.01764785426483822,0.01764785426483822,0.01764785426483822,0.031648730006461886,0.031648730006461886,0.031648730006461886,0.05907857689478791,0.02417667539525295,0.012345190260303531,0.012345190260303531,0.022420368897069855,0.022420368897069855,0.022420368897069855,0.03521791956364209,0.03521791956364209,0.03521791956364209,0.03521791956364209,0.03521791956364209,0.049022211663474737,0.049022211663474737,0.049022211663474737,0.049022211663474737,0.06305592392563966,0.06305592392563966,0.06305592392563966,0.06305592392563966,0.06305592392563966,0.06305592392563966,0.08065168903021303,0.08065168903021303,0.08065168903021303,0.08065168903021303,0.08065168903021303,0.08065168903021303,0.08960213535147693,0.08960213535147693,0.09582644977781443,0.09582644977781443,0.09582644977781443,0.09582644977781443,0.09582644977781443,0.09582644977781443,0.09582644977781443,0.09582644977781443,0.11997406283329351,0.11997406283329351,0.11997406283329351,0.12236208505950884,0.12236208505950884,0.1231851632957388,0.1231851632957388,0.1231851632957388,0.1283823660695881,0.025858640157653247,0.025858640157653247,0.025858640157653247,0.025858640157653247,0.025858640157653247,0.06357451821091253,0.06357451821091253,0.06357451821091253,0.06357451821091253,0.06357451821091253,0.10432804782132706,0.10432804782132706,0.10432804782132706,0.10432804782132706,0.11651972583886322,0.11651972583886322,0.11651972583886322,0.11651972583886322,0.12142404610285228,0.12142404610285228,0.12801146289896123,0.12801146289896123,0.12801146289896123,0.12801146289896123,0.12801146289896123,0.12801146289896123,0.12801146289896123,0.12801146289896123,0.13624813807015018,0.13624813807015018,0.13624813807015018,0.13624813807015018,0.14230279925535863,0.14230279925535863,0.15237403492398355,0.03642133843296787,0.03642133843296787,0.03642133843296787,0.03642133843296787,0.03642133843296787,0.03642133843296787,0.03642133843296787,0.03642133843296787,0.03642133843296787,0.03642133843296787,0.03642133843296787,0.1434235138775538,0.1434235138775538,0.1434235138775538,0.1434235138775538,0.1434235138775538,0.1434235138775538,0.1434235138775538,0.1434235138775538,0.16469038676614012,0.031457924776065994,0.031457924776065994,0.031457924776065994,0.06622218292024196,0.06622218292024196,0.07608325830933707,0.07608325830933707,0.07608325830933707,0.09309875785956369,0.09309875785956369,0.09309875785956369,0.09309875785956369,0.09309875785956369,0.09309875785956369,0.09309875785956369,0.09309875785956369,0.09309875785956369,0.13280041722643376,0.13280041722643376,0.13529925021048275,0.13529925021048275,0.13529925021048275,0.13529925021048275,0.13529925021048275,0.14491323614762347,0.14491323614762347,0.14640692425776575,0.14640692425776575,0.14640692425776575,0.14640692425776575,0.14640692425776575,0.17532528693587984,0.17532528693587984,0.17532528693587984,0.17532528693587984,0.2056194071653185,0.2056194071653185,0.2056194071653185,0.21371741951112896,0.21371741951112896,0.21558469766789515,0.21558469766789515,0.21789710397163112,0.21789710397163112,0.2180405865843314,0.2180405865843314,0.2180405865843314,0.2180405865843314,0.2180405865843314,0.2180405865843314,0.2180405865843314,0.2180405865843314,0.23793764836849024
GENERATION,170
STRATEGY_ROW,Walk,Walk,Walk,Walk,Look,Walk,Look,Walk,Look,Look,Look,Walk,Walk,Look,Walk,Walk,Look,Walk,Look,Look,Look,Look,Walk,Walk,Look,Look,Look,Look,Look,Walk,Walk,Look,Look,Walk,Look,Walk,Walk,Look,Walk,Look,Look,Look,Walk,Look,Look,Walk,Walk,Look,Look,Walk,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Walk,Walk,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Walk,Look,Look,Look,Walk,Look,Walk,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Look,Walk,Look,Walk,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Look,Look,Walk
FITNESS_ROW,0.010201792890371835,0.0074503118822429075,0.006798475180574973,0.007736581670283663,0.007736581670283663,0.011036687003809638,0.011036687003809638,0.014007762284719059,0.014007762284719059,0.014007762284719059,0.014007762284719059,0.03263772919849663,0.0328526926403477,0.0328526926403477,0.04562745088762556,0.024019721110778044,0.024019721110778044,0.028749773535501264,0.028749773535501264,0.028749773535501264,0.028749773535501264,0.028749773535501264,0.043704456445424957,0.015344628642728968,0.015344628642728968,0.015344628642728968,0.015344628642728968,0.015344628642728968,0.015344628642728968,0.04353356435532917,0.027303173104857515,0.027303173104857515,0.027303173104857515,0.03864653488188908,0.03864653488188908,0.0451700428709893,0.015585982120237095,0.015585982120237095,0.02108744980157583,0.02108744980157583,0.02108744980157583,0.02108744980157583,0.043774809450739235,0.043774809450739235,0.043774809450739235,0.05587519159543893,0.014829429521247684,0.014829429521247684,0.014829429521247684,0.026637896401201875,0.026637896401201875,0.026637896401201875,0.037095349911449006,0.037095349911449006,0.037095349911449006,0.045337157227911824,0.045337157227911824,0.04745346680938128,0.04745346680938128,0.04745346680938128,0.04745346680938128,0.06755287752194027,0.06755287752194027,0.06755287752194027,0.06755287752194027,0.06755287752194027,0.06755287752194027,0.08991521225863922,0.08991521225863922,0.08991521225863922,0.08991521225863922,0.08991521225863922,0.08991521225863922,0.09883705425870748,0.09883705425870748,0.10003249362947622,0.10003249362947622,0.10003249362947622,0.10003249362947622,0.10003249362947622,0.10003249362947622,0.10003249362947622,0.10003249362947622,0.1311575422803657,0.1311575422803657,0.1311575422803657,0.14076231536598724,0.14076231536598724,0.14076231536598724,0.14076231536598724,0.14076231536598724,0.16047920973060298,0.030458484480128792,0.030458484480128792,0.03965145152750797,0.03965145152750797,0.03965145152750797,0.0909117730975091,0.0909117730975091,0.0909117730975091,0.0909117730975091,0.0909117730975091,0.11541833325429991,0.11541833325429991,0.11541833325429991,0.11541833325429991,0.12813729833522228,0.12813729833522228,0.12813729833522228,0.12813729833522228,0.13450681128137024,0.13450681128137024,0.13874464430766753,0.13874464430766753,0.13874464430766753,0.13874464430766753,0.13874464430766753,0.1490774820745985,0.1490774820745985,0.1490774820745985,0.1573971873062029,0.1573971873062029,0.1573971873062029,0.1573971873062029,0.16826738178109757,0.16826738178109757,0.17083551743765846,0.02992652355877389,0.02992652355877389,0.02992652355877389,0.02992652355877389,0.02992652355877389,0.02992652355877389,0.02992652355877389,0.02992652355877389,0.02992652355877389,0.02992652355877389,0.02992652355877389,0.1504081240739355,0.1504081240739355,0.1504081240739355,0.1504081240739355,0.1504081240739355,0.1504081240739355,0.1504081240739355,0.1504081240739355,0.1504081240739355,0.18057525148546616,0.18057525148546616,0.18057525148546616,0.18242324572232135,0.18242324572232135,0.19028741701625518,0.19028741701625518,0.19028741701625518,0.19028741701625518,0.19028741701625518,0.19028741701625518,0.19028741701625518,0.19028741701625518,0.19028741701625518,0.19028741701625518,0.19028741701625518,0.19028741701625518,0.21056172186110936,0.21056172186110936,0.21056172186110936,0.21056172186110936,0.21056172186110936,0.21056172186110936,0.21056172186110936,0.21223334696160848,0.21223334696160848,0.21223334696160848,0.21223334696160848,0.21223334696160848,0.21223334696160848,0.21223334696160848,0.21853905922479533,0.21853905922479533,0.21853905922479533,0.21853905922479533,0.21853905922479533,0.21853905922479533,0.21853905922479533,0.22010872685480495,0.22010872685480495,0.22022015290157718,0.22022015290157718,0.22745590989920367,0.22745590989920367,0.22745590989920367,0.22745590989920367,0.22745590989920367,0.22745590989920367,0.2274976814459752,0.2274976814459752,0.2274976814459752,0.2274976814459752,0.2274976814459752
GENERATION,180
STRATEGY_ROW,Walk,Walk,Look,Walk,Look,Walk,Look,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Walk,Walk,Look,Look,Look,Look,Walk,Walk,Look,Walk,Look,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Look,Walk,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Walk,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Walk,Walk,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Walk,Look,Walk
FITNESS_ROW,0.010705233662793058,0.008098076939449667,0.008098076939449667,0.012162720028245842,0.012162720028245842,0.01443402436444311,0.01443402436444311,0.018853435851894217,0.018853435851894217,0.018853435851894217,0.018853435851894217,0.018853435851894217,0.03132994635680539,0.03132994635680539,0.03291940778631831,0.03291940778631831,0.03291940778631831,0.038124113744765,0.038124113744765,0.038124113744765,0.038124113744765,0.038124113744765,0.04959514404368208,0.04959514404368208,0.04959514404368208,0.04959514404368208,0.04959514404368208,0.09199289603518218,0.09199289603518218,0.0965113226597853,0.01714468115293301,0.01714468115293301,0.01714468115293301,0.01714468115293301,0.01714468115293301,0.056113703056752284,0.02502181129074007,0.02502181129074007,0.027775864884270196,0.027775864884270196,0.027775864884270196,0.027775864884270196,0.03916611941868037,0.03916611941868037,0.03916611941868037,0.043370822081218945,0.043370822081218945,0.055582775033352974,0.055582775033352974,0.0673947470368108,0.0673947470368108,0.0673947470368108,0.08562760758773388,0.08562760758773388,0.08562760758773388,0.08562760758773388,0.08562760758773388,0.10608320084144653,0.10608320084144653,0.10608320084144653,0.10608320084144653,0.10608320084144653,0.10608320084144653,0.10608320084144653,0.10608320084144653,0.10608320084144653,0.10608320084144653,0.10608320084144653,0.10608320084144653,0.15985746723543715,0.15985746723543715,0.15985746723543715,0.15985746723543715,0.1682969621843222,0.1682969621843222,0.17737516987840793,0.17737516987840793,0.17737516987840793,0.17737516987840793,0.17737516987840793,0.17737516987840793,0.17737516987840793,0.17737516987840793,0.20834018802651508,0.20834018802651508,0.20834018802651508,0.21027560710949636,0.21027560710949636,0.2102863056692849,0.2102863056692849,0.2102863056692849,0.22550376032705677,0.05377255364065412,0.05377255364065412,0.05377255364065412,0.05377255364065412,0.05377255364065412,0.12246182511748932,0.12246182511748932,0.12246182511748932,0.12246182511748932,0.17304595269769113,0.17304595269769113,0.17304595269769113,0.17304595269769113,0.17304595269769113,0.208381192574549,0.208381192574549,0.208381192574549,0.208381192574549,0.2222265221349467,0.2222265221349467,0.2254525430843402,0.2254525430843402,0.2254525430843402,0.2254525430843402,0.2254525430843402,0.2254525430843402,0.2254525430843402,0.2254525430843402,0.2531112179402859,0.2531112179402859,0.2531112179402859,0.2531112179402859,0.2531112179402859,0.2531112179402859,0.26943938708913806,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.04902473097037042,0.2878791036778272,0.2878791036778272,0.2881144254232801,0.03519028361992838,0.03519028361992838,0.05069790039647173,0.05069790039647173,0.05069790039647173,0.080996004406571,0.080996004406571,0.080996004406571,0.080996004406571,0.080996004406571,0.080996004406571,0.080996004406571,0.080996004406571,0.080996004406571,0.1758767509436746,0.1758767509436746,0.19506144669041478,0.19506144669041478,0.19506144669041478,0.19506144669041478,0.19506144669041478,0.2216426938837766,0.2216426938837766,0.22528349984518314,0.22528349984518314,0.22528349984518314,0.22528349984518314,0.22528349984518314,0.2460613997028488,0.2460613997028488,0.2460613997028488,0.2460613997028488,0.25261615662223996,0.25261615662223996,0.25261615662223996,0.25976664282125733,0.25976664282125733,0.2600346038853866,0.2600346038853866,0.2600346038853866,0.2600346038853866,0.2600346038853866,0.2600346038853866,0.2600346038853866,0.2600346038853866,0.28746930332021936,0.28746930332021936,0.2901036246587196,0.2901036246587196,0.2901036246587196
GENERATION,190
STRATEGY_ROW,Look,Walk,Look,Look,Look,Walk,Look,Look,Walk,Walk,Look,Walk,Look,Walk,Walk,Walk,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Walk,Look,Look,Look,Walk,Look,Walk,Walk,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Walk,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Walk,Look,Look,Walk,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Walk,Walk,Look,Look,Walk,Look,Walk,Look,Look,Look,Walk,Look,Look,Walk,Walk,Look,Look,Look,Look,Walk,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Walk,Look,Walk,Look,Walk,Look,Look,Walk,Look,Walk,Look,Look,Walk,Look,Walk,Look,Look,Walk,Look,Walk,Look,Look,Walk,Walk,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Look,Walk,Look,Look,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Walk
FITNESS_ROW,0.023611879876346463,0.023913808666713946,0.023913808666713946,0.023913808666713946,0.023913808666713946,0.024629007737359966,0.024629007737359966,0.024629007737359966,0.025103298042488297,0.011305115112635624,0.011305115112635624,0.0155258264064077,0.0155258264064077,0.01912215633617698,0.018694200700071658,0.008326841935275608,0.008326841935275608,0.008326841935275608,0.008326841935275608,0.008326841935275608,0.008326841935275608,0.008326841935275608,0.029002607598713256,0.029002607598713256,0.029002607598713256,0.03486932918133684,0.03486932918133684,0.03486932918133684,0.03486932918133684,0.04817001458874317,0.04817001458874317,0.05079967257590015,0.02523376790243191,0.02523376790243191,0.02523376790243191,0.03248429925604494,0.03248429925604494,0.03248429925604494,0.04540779159928235,0.04540779159928235,0.05488538271551593,0.05488538271551593,0.05843633733438823,0.05843633733438823,0.06819553405270837,0.06819553405270837,0.06819553405270837,0.06819553405270837,0.06819553405270837,0.06819553405270837,0.06819553405270837,0.06819553405270837,0.10575266912317066,0.10575266912317066,0.10575266912317066,0.11548297104964583,0.11548297104964583,0.11548297104964583,0.12193220243767501,0.12193220243767501,0.12193220243767501,0.12193220243767501,0.14198786740880992,0.14198786740880992,0.14198786740880992,0.14198786740880992,0.14198786740880992,0.14198786740880992,0.14198786740880992,0.14198786740880992,0.14198786740880992,0.16611343472980153,0.05622272337501585,0.05622272337501585,0.05622272337501585,0.08524155395362173,0.08524155395362173,0.10794391274696151,0.10794391274696151,0.10794391274696151,0.10794391274696151,0.13206035030232638,0.13206035030232638,0.13206035030232638,0.14627764064192988,0.030306501480964095,0.030306501480964095,0.030306501480964095,0.030306501480964095,0.030306501480964095,0.06391199304618012,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.017832343928739634,0.09725287557137274,0.09725287557137274,0.10430222275521463,0.10430222275521463,0.10470216394255377,0.10470216394255377,0.10686929912946341,0.10686929912946341,0.10686929912946341,0.12094377306690754,0.12094377306690754,0.12820203120781976,0.12820203120781976,0.12820203120781976,0.13807721573102336,0.13807721573102336,0.1445509449082708,0.1445509449082708,0.1445509449082708,0.15964585396884723,0.15964585396884723,0.16700325301741661,0.16700325301741661,0.16700325301741661,0.1790169119423649,0.036017206659342035,0.036017206659342035,0.04282795628579133,0.04282795628579133,0.04282795628579133,0.04282795628579133,0.04282795628579133,0.04282795628579133,0.1036356120704917,0.1036356120704917,0.1036356120704917,0.11789519688301425,0.11789519688301425,0.11789519688301425,0.11789519688301425,0.11789519688301425,0.11789519688301425,0.1571972300424515,0.1571972300424515,0.15910283282849907,0.15910283282849907,0.15910283282849907,0.16851475343665598,0.16851475343665598,0.16851475343665598,0.16851475343665598,0.16851475343665598,0.16851475343665598,0.1841676618963132,0.1841676618963132,0.1841676618963132,0.19454617496492083,0.19454617496492083,0.19454617496492083,0.1980095950649818,0.1980095950649818,0.20775608117411484,0.20775608117411484,0.20775608117411484,0.20775608117411484,0.20775608117411484,0.20775608117411484,0.22991370655189322,0.22991370655189322,0.22991370655189322,0.2398085411730604,0.2398085411730604,0.2398085411730604,0.2398085411730604,0.24009658940490966,0.24009658940490966,0.24009658940490966,0.24032735918677287,0.24032735918677287,0.24032735918677287,0.24032735918677287,0.24032735918677287,0.24032735918677287,0.24032735918677287,0.24032735918677287,0.24032735918677287,0.24032735918677287,0.24032735918677287,0.24032735918677287,0.24032735918677287,0.24032735918677287,0.2543258592629495
GENERATION,200
STRATEGY_ROW,Look,Walk,Look,Walk,Look,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Walk,Look,Look,Walk,Walk,Look,Look,Look,Look,Walk,Walk,Look,Walk,Look,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Look,Walk,Walk,Look,Walk,Look,Walk,Look,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Walk,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Walk,Walk,Look,Walk,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Walk,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Look,Walk,Look,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Look,Look,Walk,Look,Look,Look,Look,Look,Walk,Look,Walk
