STRATEGY_ROW,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Walk,Look,Walk,Walk,Look,Walk,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Look,Look,Walk,Walk,Walk,Look,Walk,Look,Walk,Walk,Walk,Look,Walk,Look,Walk
FITNESS_ROW,0.030860265806785647,0.030860265806785647,0.030860265806785647,0.030860265806785647,0.030860265806785647,0.06594731576092419,0.06594731576092419,0.0766673679328159,0.0766673679328159,0.0873815209081059,0.0873815209081059,0.09813479285734039,0.0426980266169944,0.0426980266169944,0.05599094904818704,0.034330909667718,0.034330909667718,0.034330909667718,0.034330909667718,0.034330909667718,0.07471404723892064,0.07471404723892064,0.07471404723892064,0.07471404723892064,0.10649019059252353,0.10649019059252353,0.11668696914673612,0.04849133365481154,0.03341378913144972,0.028746338589374643,0.02353135814225143,0.02159296561009453,0.019799470469071444,0.019169993531493547,0.017618938725450558,0.017618938725450558,0.017618938725450558,0.03900248191484582,0.02826245265776476,0.02069371114397552,0.02069371114397552,0.031431017043781706,0.031431017043781706,0.04253735942835812,0.028319780838661896,0.019558453293006112,0.019558453293006112,0.029291448825284148,0.029291448825284148,0.03904005661210496
STRATEGY_ROW,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Walk,Look,Walk,Walk,Look,Walk,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Look,Look,Walk,Walk,Walk,Look,Walk,Look,Walk,Walk,Walk,Look,Walk,Look,Walk
FITNESS_ROW,0.028119661617492325,0.028119661617492325,0.028119661617492325,0.028119661617492325,0.028119661617492325,0.06439735693517237,0.06439735693517237,0.07527393761044107,0.07527393761044107,0.08605136241498271,0.08605136241498271,0.09860556103436778,0.04301261113641491,0.04301261113641491,0.05753297612416298,0.03498105814712616,0.03498105814712616,0.03498105814712616,0.03498105814712616,0.03498105814712616,0.07632618283844331,0.07632618283844331,0.07632618283844331,0.07632618283844331,0.10886262945629882,0.10886262945629882,0.11597742505989576,0.046748163297392925,0.035986822466297474,0.026382192170515142,0.021445507632998455,0.022476366882361674,0.022641660841324806,0.02199503695520599,0.019268374908459472,0.019268374908459472,0.019268374908459472,0.03567553099113709,0.02745849374121758,0.0216600795753865,0.0216600795753865,0.0314730577156083,0.0314730577156083,0.042106817936204,0.028239296559631397,0.02001454164752898,0.02001454164752898,0.028898971987772006,0.028898971987772006,0.039545706788382776
STRATEGY_ROW,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Walk,Look,Walk,Walk,Look,Walk,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Look,Look,Walk,Walk,Walk,Look,Walk,Look,Walk,Walk,Walk,Look,Walk,Look,Walk
FITNESS_ROW,0.02975191615196581,0.02975191615196581,0.02975191615196581,0.02975191615196581,0.02975191615196581,0.06788408735727144,0.06788408735727144,0.07717707429563182,0.07717707429563182,0.08725499573550005,0.08725499573550005,0.09683885515774483,0.03825382954735095,0.03825382954735095,0.05437285044775854,0.035490009008224986,0.035490009008224986,0.035490009008224986,0.035490009008224986,0.035490009008224986,0.07440482709630301,0.07440482709630301,0.07440482709630301,0.07440482709630301,0.10448104170124017,0.10448104170124017,0.11292907518960525,0.04556353938169531,0.03385471259892366,0.023597414843284394,0.019703596558524203,0.01864864208570538,0.02015064439136916,0.019562435239390136,0.017646264810526086,0.017646264810526086,0.017646264810526086,0.03512804255812527,0.025627852867726918,0.022125135282370784,0.022125135282370784,0.03169455707634355,0.03169455707634355,0.04134175262986612,0.02549903705799424,0.019056963395557323,0.019056963395557323,0.0286312960206291,0.0286312960206291,0.04039475854209316
STRATEGY_ROW,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Walk,Look,Walk,Walk,Look,Walk,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Look,Look,Walk,Walk,Walk,Look,Walk,Look,Walk,Walk,Walk,Look,Walk,Look,Walk
FITNESS_ROW,0.02990840939923133,0.02990840939923133,0.02990840939923133,0.02990840939923133,0.02990840939923133,0.0632653204375977,0.0632653204375977,0.07300431502338718,0.07300431502338718,0.08333226373360297,0.08333226373360297,0.09313534841602535,0.041093716257255455,0.041093716257255455,0.05561856206557245,0.03701584749075021,0.03701584749075021,0.03701584749075021,0.03701584749075021,0.03701584749075021,0.07862586293589927,0.07862586293589927,0.07862586293589927,0.07862586293589927,0.10894066620548357,0.10894066620548357,0.11726579446562817,0.04699572832377814,0.03831439796863972,0.02452358224312261,0.025905885345253114,0.019473152211754965,0.021028382399927468,0.02013623813048574,0.01800151965541339,0.01800151965541339,0.01800151965541339,0.03448025006995482,0.024715684390473076,0.023305539715430434,0.023305539715430434,0.031993774380203746,0.031993774380203746,0.04194746780258411,0.027652813653934027,0.020615378905224756,0.020615378905224756,0.030165025890233718,0.030165025890233718,0.04047662350081175
STRATEGY_ROW,Walk,Look,Look,Look,Look,Walk,Look,Walk,Look,Walk,Look,Walk,Walk,Look,Walk,Walk,Look,Look,Look,Look,Walk,Look,Look,Look,Walk,Look,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Walk,Look,Look,Walk,Walk,Walk,Look,Walk,Look,Walk,Walk,Walk,Look,Walk,Look,Walk
FITNESS_ROW,0.027876231104823613,0.027876231104823613,0.027876231104823613,0.027876231104823613,0.027876231104823613,0.0655583414981647,0.0655583414981647,0.07503451927987481,0.07503451927987481,0.0853169254730967,0.0853169254730967,0.09733793783704804,0.03956395350324991,0.03956395350324991,0.05550230789584152,0.03610100170792597,0.03610100170792597,0.03610100170792597,0.03610100170792597,0.03610100170792597,0.0768354927504872,0.0768354927504872,0.0768354927504872,0.0768354927504872,0.11089249517214693,0.11089249517214693,0.12189082360229837,0.04732861017779864,0.03800225534177889,0.02687425136983357,0.023908692905572786,0.021103828388822066,0.0216582796029721,0.020648745428579005,0.01715049161120756,0.01715049161120756,0.01715049161120756,0.03418080842702254,0.026180931752301455,0.019303723412459332,0.019303723412459332,0.029422913367206725,0.029422913367206725,0.041266196012968145,0.026120398612514528,0.020490827106985972,0.020490827106985972,0.02989578256353137,0.02989578256353137,0.04047814945075014
