EXPERIMENT_PARAMS,1,11,15,101,100,100,2.000000,15,6,true,803,10.000000
Experiment Number: ,0.0.0,0
0,0.682553,0.433816,0.162563
0:STEP_FREQUENCIES_OF,0.200000,1.000000,0.000000,1.000000,0.000000,0.100000,0.600000,1.000000,0.100000,0.100000,0.000000,0.000000,0.900000,0.000000,0.000000
1:STEP_FREQUENCIES_OF,0.800000,0.000000,1.000000,0.000000,1.000000,0.900000,0.400000,0.000000,0.900000,0.900000,1.000000,1.000000,0.100000,1.000000,1.000000
FITNESS_AT_STEPS,0.155863,0.079929,0.354362,0.098348,0.417968,0.443629,0.433258,0.064207,0.497861,0.606058,0.812979,0.866140,0.292182,0.866140,1.000000
STUCK_AT_LOCAL_OPTIMA,0.000000,0.000000,0.200000,0.000000,0.100000,0.100000,0.300000,0.000000,0.300000,0.300000,0.600000,0.700000,0.100000,0.700000,1.000000
80,1.000000,0.772337,0.454576
0:STEP_FREQUENCIES_OF,1.000000,0.900000,0.000000,1.000000,0.000000,0.600000,0.000000,0.900000,0.000000,0.000000,0.700000,0.000000,0.000000,0.100000,0.000000
1:STEP_FREQUENCIES_OF,0.000000,0.100000,1.000000,0.000000,1.000000,0.400000,1.000000,0.100000,1.000000,1.000000,0.300000,1.000000,1.000000,0.900000,1.000000
FITNESS_AT_STEPS,0.040915,0.027221,0.134882,0.069816,0.231823,0.172964,0.478095,0.114436,0.593300,0.661023,0.337454,0.750263,0.952533,0.887015,1.000000
STUCK_AT_LOCAL_OPTIMA,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.300000,0.000000,0.300000,0.300000,0.300000,0.500000,0.900000,0.800000,1.000000
90,1.000000,0.808712,0.459463
0:STEP_FREQUENCIES_OF,0.800000,1.000000,0.000000,0.800000,0.000000,0.700000,0.000000,0.700000,0.000000,0.000000,0.700000,0.000000,0.100000,0.000000,0.000000
1:STEP_FREQUENCIES_OF,0.200000,0.000000,1.000000,0.200000,1.000000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,1.000000,0.900000,1.000000,1.000000
FITNESS_AT_STEPS,0.079541,0.029552,0.162103,0.119970,0.369026,0.198211,0.537189,0.276286,0.629559,0.661023,0.423000,0.750263,0.868807,0.910760,1.000000
STUCK_AT_LOCAL_OPTIMA,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.100000,0.300000,0.300000,0.400000,0.500000,0.800000,0.800000,1.000000
100,1.000000,0.962377,0.464491
0:STEP_FREQUENCIES_OF,0.000000,1.000000,0.000000,0.900000,0.000000,1.000000,0.000000,1.000000,0.000000,0.200000,0.800000,0.000000,0.000000,0.200000,0.000000
1:STEP_FREQUENCIES_OF,1.000000,0.000000,1.000000,0.100000,1.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.200000,1.000000,1.000000,0.800000,1.000000
FITNESS_AT_STEPS,0.185526,0.071586,0.389408,0.120541,0.504836,0.258642,0.681218,0.099717,0.715198,0.634396,0.303203,0.726426,0.952533,0.766140,1.000000
STUCK_AT_LOCAL_OPTIMA,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.400000,0.000000,0.400000,0.300000,0.200000,0.400000,0.900000,0.700000,1.000000
Comparison: Pure SHC,0.240290
